kategori,hiragana,katakana,romaji,arti_id,arti_en,tipe,polite,catatan,contoh_jp,contoh_en,contoh_id
angka,いち,ー,ichi,ichi_20_id,ichi_20,number,ー,numeric_variant,20つあります。,There are 20 items.,Ada 20 barang.
angka,いち,ー,ichi,ichi_21_id,ichi_21,number,ー,numeric_variant,21つあります。,There are 21 items.,Ada 21 barang.
angka,いち,ー,ichi,ichi_22_id,ichi_22,number,ー,numeric_variant,22つあります。,There are 22 items.,Ada 22 barang.
angka,いち,ー,ichi,ichi_23_id,ichi_23,number,ー,numeric_variant,23つあります。,There are 23 items.,Ada 23 barang.
angka,いち,ー,ichi,ichi_24_id,ichi_24,number,ー,numeric_variant,24つあります。,There are 24 items.,Ada 24 barang.
angka,いち,ー,ichi,ichi_25_id,ichi_25,number,ー,numeric_variant,25つあります。,There are 25 items.,Ada 25 barang.
angka,いち,ー,ichi,ichi_26_id,ichi_26,number,ー,numeric_variant,26つあります。,There are 26 items.,Ada 26 barang.
angka,いち,ー,ichi,ichi_27_id,ichi_27,number,ー,numeric_variant,27つあります。,There are 27 items.,Ada 27 barang.
angka,いち,ー,ichi,ichi_28_id,ichi_28,number,ー,numeric_variant,28つあります。,There are 28 items.,Ada 28 barang.
angka,いち,ー,ichi,ichi_29_id,ichi_29,number,ー,numeric_variant,29つあります。,There are 29 items.,Ada 29 barang.
angka,いち,ー,ichi,ichi_30_id,ichi_30,number,ー,numeric_variant,30つあります。,There are 30 items.,Ada 30 barang.
angka,いち,ー,ichi,ichi_31_id,ichi_31,number,ー,numeric_variant,31つあります。,There are 31 items.,Ada 31 barang.
angka,いち,ー,ichi,ichi_32_id,ichi_32,number,ー,numeric_variant,32つあります。,There are 32 items.,Ada 32 barang.
angka,いち,ー,ichi,ichi_33_id,ichi_33,number,ー,numeric_variant,33つあります。,There are 33 items.,Ada 33 barang.
angka,いち,ー,ichi,ichi_34_id,ichi_34,number,ー,numeric_variant,34つあります。,There are 34 items.,Ada 34 barang.
angka,いち,ー,ichi,ichi_35_id,ichi_35,number,ー,numeric_variant,35つあります。,There are 35 items.,Ada 35 barang.
angka,いち,ー,ichi,ichi_36_id,ichi_36,number,ー,numeric_variant,36つあります。,There are 36 items.,Ada 36 barang.
angka,いち,ー,ichi,ichi_37_id,ichi_37,number,ー,numeric_variant,37つあります。,There are 37 items.,Ada 37 barang.
angka,いち,ー,ichi,ichi_38_id,ichi_38,number,ー,numeric_variant,38つあります。,There are 38 items.,Ada 38 barang.
angka,いち,ー,ichi,ichi_39_id,ichi_39,number,ー,numeric_variant,39つあります。,There are 39 items.,Ada 39 barang.
angka,いち,ー,ichi,ichi_40_id,ichi_40,number,ー,numeric_variant,40つあります。,There are 40 items.,Ada 40 barang.
angka,いち,ー,ichi,ichi_41_id,ichi_41,number,ー,numeric_variant,41つあります。,There are 41 items.,Ada 41 barang.
angka,いち,ー,ichi,ichi_42_id,ichi_42,number,ー,numeric_variant,42つあります。,There are 42 items.,Ada 42 barang.
angka,いち,ー,ichi,ichi_43_id,ichi_43,number,ー,numeric_variant,43つあります。,There are 43 items.,Ada 43 barang.
angka,いち,ー,ichi,ichi_44_id,ichi_44,number,ー,numeric_variant,44つあります。,There are 44 items.,Ada 44 barang.
angka,いち,ー,ichi,ichi_45_id,ichi_45,number,ー,numeric_variant,45つあります。,There are 45 items.,Ada 45 barang.
angka,いち,ー,ichi,ichi_46_id,ichi_46,number,ー,numeric_variant,46つあります。,There are 46 items.,Ada 46 barang.
angka,いち,ー,ichi,ichi_47_id,ichi_47,number,ー,numeric_variant,47つあります。,There are 47 items.,Ada 47 barang.
angka,いち,ー,ichi,ichi_48_id,ichi_48,number,ー,numeric_variant,48つあります。,There are 48 items.,Ada 48 barang.
angka,いち,ー,ichi,ichi_49_id,ichi_49,number,ー,numeric_variant,49つあります。,There are 49 items.,Ada 49 barang.
angka,いち,ー,ichi,ichi_50_id,ichi_50,number,ー,numeric_variant,50つあります。,There are 50 items.,Ada 50 barang.
angka,に,ー,ni,ni_1_id,ni_1,number,ー,numeric_variant,1つあります。,There are 1 items.,Ada 1 barang.
angka,に,ー,ni,ni_2_id,ni_2,number,ー,numeric_variant,2つあります。,There are 2 items.,Ada 2 barang.
angka,に,ー,ni,ni_3_id,ni_3,number,ー,numeric_variant,3つあります。,There are 3 items.,Ada 3 barang.
angka,に,ー,ni,ni_4_id,ni_4,number,ー,numeric_variant,4つあります。,There are 4 items.,Ada 4 barang.
angka,に,ー,ni,ni_5_id,ni_5,number,ー,numeric_variant,5つあります。,There are 5 items.,Ada 5 barang.
angka,に,ー,ni,ni_6_id,ni_6,number,ー,numeric_variant,6つあります。,There are 6 items.,Ada 6 barang.
angka,に,ー,ni,ni_7_id,ni_7,number,ー,numeric_variant,7つあります。,There are 7 items.,Ada 7 barang.
angka,に,ー,ni,ni_8_id,ni_8,number,ー,numeric_variant,8つあります。,There are 8 items.,Ada 8 barang.
angka,に,ー,ni,ni_9_id,ni_9,number,ー,numeric_variant,9つあります。,There are 9 items.,Ada 9 barang.
angka,に,ー,ni,ni_10_id,ni_10,number,ー,numeric_variant,10つあります。,There are 10 items.,Ada 10 barang.
angka,に,ー,ni,ni_11_id,ni_11,number,ー,numeric_variant,11つあります。,There are 11 items.,Ada 11 barang.
angka,に,ー,ni,ni_12_id,ni_12,number,ー,numeric_variant,12つあります。,There are 12 items.,Ada 12 barang.
angka,に,ー,ni,ni_13_id,ni_13,number,ー,numeric_variant,13つあります。,There are 13 items.,Ada 13 barang.
angka,に,ー,ni,ni_14_id,ni_14,number,ー,numeric_variant,14つあります。,There are 14 items.,Ada 14 barang.
angka,に,ー,ni,ni_15_id,ni_15,number,ー,numeric_variant,15つあります。,There are 15 items.,Ada 15 barang.
angka,に,ー,ni,ni_16_id,ni_16,number,ー,numeric_variant,16つあります。,There are 16 items.,Ada 16 barang.
angka,に,ー,ni,ni_17_id,ni_17,number,ー,numeric_variant,17つあります。,There are 17 items.,Ada 17 barang.
angka,に,ー,ni,ni_18_id,ni_18,number,ー,numeric_variant,18つあります。,There are 18 items.,Ada 18 barang.
angka,に,ー,ni,ni_19_id,ni_19,number,ー,numeric_variant,19つあります。,There are 19 items.,Ada 19 barang.
angka,に,ー,ni,ni_20_id,ni_20,number,ー,numeric_variant,20つあります。,There are 20 items.,Ada 20 barang.
angka,に,ー,ni,ni_21_id,ni_21,number,ー,numeric_variant,21つあります。,There are 21 items.,Ada 21 barang.
angka,に,ー,ni,ni_22_id,ni_22,number,ー,numeric_variant,22つあります。,There are 22 items.,Ada 22 barang.
angka,に,ー,ni,ni_23_id,ni_23,number,ー,numeric_variant,23つあります。,There are 23 items.,Ada 23 barang.
angka,に,ー,ni,ni_24_id,ni_24,number,ー,numeric_variant,24つあります。,There are 24 items.,Ada 24 barang.
angka,に,ー,ni,ni_25_id,ni_25,number,ー,numeric_variant,25つあります。,There are 25 items.,Ada 25 barang.
angka,に,ー,ni,ni_26_id,ni_26,number,ー,numeric_variant,26つあります。,There are 26 items.,Ada 26 barang.
angka,に,ー,ni,ni_27_id,ni_27,number,ー,numeric_variant,27つあります。,There are 27 items.,Ada 27 barang.
angka,に,ー,ni,ni_28_id,ni_28,number,ー,numeric_variant,28つあります。,There are 28 items.,Ada 28 barang.
angka,に,ー,ni,ni_29_id,ni_29,number,ー,numeric_variant,29つあります。,There are 29 items.,Ada 29 barang.
angka,に,ー,ni,ni_30_id,ni_30,number,ー,numeric_variant,30つあります。,There are 30 items.,Ada 30 barang.
angka,に,ー,ni,ni_31_id,ni_31,number,ー,numeric_variant,31つあります。,There are 31 items.,Ada 31 barang.
angka,に,ー,ni,ni_32_id,ni_32,number,ー,numeric_variant,32つあります。,There are 32 items.,Ada 32 barang.
angka,に,ー,ni,ni_33_id,ni_33,number,ー,numeric_variant,33つあります。,There are 33 items.,Ada 33 barang.
angka,に,ー,ni,ni_34_id,ni_34,number,ー,numeric_variant,34つあります。,There are 34 items.,Ada 34 barang.
angka,に,ー,ni,ni_35_id,ni_35,number,ー,numeric_variant,35つあります。,There are 35 items.,Ada 35 barang.
angka,に,ー,ni,ni_36_id,ni_36,number,ー,numeric_variant,36つあります。,There are 36 items.,Ada 36 barang.
angka,に,ー,ni,ni_37_id,ni_37,number,ー,numeric_variant,37つあります。,There are 37 items.,Ada 37 barang.
angka,に,ー,ni,ni_38_id,ni_38,number,ー,numeric_variant,38つあります。,There are 38 items.,Ada 38 barang.
angka,に,ー,ni,ni_39_id,ni_39,number,ー,numeric_variant,39つあります。,There are 39 items.,Ada 39 barang.
angka,に,ー,ni,ni_40_id,ni_40,number,ー,numeric_variant,40つあります。,There are 40 items.,Ada 40 barang.
angka,に,ー,ni,ni_41_id,ni_41,number,ー,numeric_variant,41つあります。,There are 41 items.,Ada 41 barang.
angka,に,ー,ni,ni_42_id,ni_42,number,ー,numeric_variant,42つあります。,There are 42 items.,Ada 42 barang.
angka,に,ー,ni,ni_43_id,ni_43,number,ー,numeric_variant,43つあります。,There are 43 items.,Ada 43 barang.
angka,に,ー,ni,ni_44_id,ni_44,number,ー,numeric_variant,44つあります。,There are 44 items.,Ada 44 barang.
angka,に,ー,ni,ni_45_id,ni_45,number,ー,numeric_variant,45つあります。,There are 45 items.,Ada 45 barang.
angka,に,ー,ni,ni_46_id,ni_46,number,ー,numeric_variant,46つあります。,There are 46 items.,Ada 46 barang.
angka,に,ー,ni,ni_47_id,ni_47,number,ー,numeric_variant,47つあります。,There are 47 items.,Ada 47 barang.
angka,に,ー,ni,ni_48_id,ni_48,number,ー,numeric_variant,48つあります。,There are 48 items.,Ada 48 barang.
angka,に,ー,ni,ni_49_id,ni_49,number,ー,numeric_variant,49つあります。,There are 49 items.,Ada 49 barang.
angka,に,ー,ni,ni_50_id,ni_50,number,ー,numeric_variant,50つあります。,There are 50 items.,Ada 50 barang.
angka,さん,ー,san,san_1_id,san_1,number,ー,numeric_variant,1つあります。,There are 1 items.,Ada 1 barang.
angka,さん,ー,san,san_2_id,san_2,number,ー,numeric_variant,2つあります。,There are 2 items.,Ada 2 barang.
angka,さん,ー,san,san_3_id,san_3,number,ー,numeric_variant,3つあります。,There are 3 items.,Ada 3 barang.
angka,さん,ー,san,san_4_id,san_4,number,ー,numeric_variant,4つあります。,There are 4 items.,Ada 4 barang.
angka,さん,ー,san,san_5_id,san_5,number,ー,numeric_variant,5つあります。,There are 5 items.,Ada 5 barang.
angka,さん,ー,san,san_6_id,san_6,number,ー,numeric_variant,6つあります。,There are 6 items.,Ada 6 barang.
angka,さん,ー,san,san_7_id,san_7,number,ー,numeric_variant,7つあります。,There are 7 items.,Ada 7 barang.
angka,さん,ー,san,san_8_id,san_8,number,ー,numeric_variant,8つあります。,There are 8 items.,Ada 8 barang.
angka,さん,ー,san,san_9_id,san_9,number,ー,numeric_variant,9つあります。,There are 9 items.,Ada 9 barang.
angka,さん,ー,san,san_10_id,san_10,number,ー,numeric_variant,10つあります。,There are 10 items.,Ada 10 barang.
angka,さん,ー,san,san_11_id,san_11,number,ー,numeric_variant,11つあります。,There are 11 items.,Ada 11 barang.
angka,さん,ー,san,san_12_id,san_12,number,ー,numeric_variant,12つあります。,There are 12 items.,Ada 12 barang.
angka,さん,ー,san,san_13_id,san_13,number,ー,numeric_variant,13つあります。,There are 13 items.,Ada 13 barang.
angka,さん,ー,san,san_14_id,san_14,number,ー,numeric_variant,14つあります。,There are 14 items.,Ada 14 barang.
angka,さん,ー,san,san_15_id,san_15,number,ー,numeric_variant,15つあります。,There are 15 items.,Ada 15 barang.
angka,さん,ー,san,san_16_id,san_16,number,ー,numeric_variant,16つあります。,There are 16 items.,Ada 16 barang.
angka,さん,ー,san,san_17_id,san_17,number,ー,numeric_variant,17つあります。,There are 17 items.,Ada 17 barang.
angka,さん,ー,san,san_18_id,san_18,number,ー,numeric_variant,18つあります。,There are 18 items.,Ada 18 barang.
angka,さん,ー,san,san_19_id,san_19,number,ー,numeric_variant,19つあります。,There are 19 items.,Ada 19 barang.
angka,さん,ー,san,san_20_id,san_20,number,ー,numeric_variant,20つあります。,There are 20 items.,Ada 20 barang.
angka,さん,ー,san,san_21_id,san_21,number,ー,numeric_variant,21つあります。,There are 21 items.,Ada 21 barang.
angka,さん,ー,san,san_22_id,san_22,number,ー,numeric_variant,22つあります。,There are 22 items.,Ada 22 barang.
angka,さん,ー,san,san_23_id,san_23,number,ー,numeric_variant,23つあります。,There are 23 items.,Ada 23 barang.
angka,さん,ー,san,san_24_id,san_24,number,ー,numeric_variant,24つあります。,There are 24 items.,Ada 24 barang.
angka,さん,ー,san,san_25_id,san_25,number,ー,numeric_variant,25つあります。,There are 25 items.,Ada 25 barang.
angka,さん,ー,san,san_26_id,san_26,number,ー,numeric_variant,26つあります。,There are 26 items.,Ada 26 barang.
angka,さん,ー,san,san_27_id,san_27,number,ー,numeric_variant,27つあります。,There are 27 items.,Ada 27 barang.
angka,さん,ー,san,san_28_id,san_28,number,ー,numeric_variant,28つあります。,There are 28 items.,Ada 28 barang.
angka,さん,ー,san,san_29_id,san_29,number,ー,numeric_variant,29つあります。,There are 29 items.,Ada 29 barang.
angka,さん,ー,san,san_30_id,san_30,number,ー,numeric_variant,30つあります。,There are 30 items.,Ada 30 barang.
angka,さん,ー,san,san_31_id,san_31,number,ー,numeric_variant,31つあります。,There are 31 items.,Ada 31 barang.
