kategori,jepang,romaji,arti,tipe,catatan
frase,せんせいをみます（れい4657）（れい5713）,sensei o mimasu-4657-5713,Menonton guru (var-4657) (var-5713),frase,auto-var
hobi,えいが（れい7118）（れい4770）（れい4872）（れい2213）（れい5700）（れい7035）,eiga-7118-4770-4872-2213-5700-7035,film (var-7118) (var-4770) (var-4872) (var-2213) (var-5700) (var-7035),kata benda,auto-var
angka,に（れい3927）（れい4335）（れい2592）（れい2502）（れい5264）（れい3262）,ni-3927-4335-2592-2502-5264-3262,dua (var-3927) (var-4335) (var-2592) (var-2502) (var-5264) (var-3262),angka,auto-var
sekolah,せんせい（れい5012）（れい8359）（れい5557）（れい6183）（れい6067）（れい6632）（れい9452）（れい6489）,sensei-5012-8359-5557-6183-6067-6632-9452-6489,guru (var-5012) (var-8359) (var-5557) (var-6183) (var-6067) (var-6632) (var-9452) (var-6489),kata benda,auto-var
frase,にをみます（れい6574）（れい4752）（れい2040）（れい8177）（れい3296）（れい2235）（れい1452）（れい7866）（れい2494）（れい3095）,ni o mimasu-6574-4752-2040-8177-3296-2235-1452-7866-2494-3095,Menonton dua (var-6574) (var-4752) (var-2040) (var-8177) (var-3296) (var-2235) (var-1452) (var-7866) (var-2494) (var-3095),frase,auto-var
keluarga,おとうさん（れい2679）（れい4814）（れい5279）,otousan-2679-4814-5279,ayah (sopan) (var-2679) (var-4814) (var-5279),kata benda,auto-var
angka,に（れい2307）（れい2874）（れい4387）,ni-2307-2874-4387,dua (var-2307) (var-2874) (var-4387),angka,auto-var
keluarga,ちち（れい6514）（れい3287）（れい2982）（れい2771）（れい8749）（れい9725）（れい6273）,chichi-6514-3287-2982-2771-8749-9725-6273,ayah (saya) (var-6514) (var-3287) (var-2982) (var-2771) (var-8749) (var-9725) (var-6273),kata benda,auto-var
frase,いえにいきます（れい7924）（れい6820）（れい3340）（れい9797）（れい4404）（れい5895）,ie ni ikimasu-7924-6820-3340-9797-4404-5895,Pergi ke rumah (var-7924) (var-6820) (var-3340) (var-9797) (var-4404) (var-5895),frase,auto-var
rumah_harian,いえ（れい9935）（れい7291）,ie-9935-7291,rumah (var-9935) (var-7291),kata benda,auto-var
sekolah,がっこう（れい3286）（れい5915）（れい1058）（れい8251）（れい9337）,gakkou-3286-5915-1058-8251-9337,sekolah (var-3286) (var-5915) (var-1058) (var-8251) (var-9337),kata benda,auto-var
angka,に（れい3504）（れい3103）（れい3705）（れい7678）（れい7211）,ni-3504-3103-3705-7678-7211,dua (var-3504) (var-3103) (var-3705) (var-7678) (var-7211),angka,auto-var
sekolah,せんせい（れい5012）（れい8359）（れい5557）（れい6183）（れい6067）（れい6632）（れい9452）（れい6489）（れい7941）（れい4811）,sensei-5012-8359-5557-6183-6067-6632-9452-6489-7941-4811,guru (var-5012) (var-8359) (var-5557) (var-6183) (var-6067) (var-6632) (var-9452) (var-6489) (var-7941) (var-4811),kata benda,auto-var
frase,にをみます（れい6574）（れい2958）（れい9394）（れい9618）,ni o mimasu-6574-2958-9394-9618,Menonton dua (var-6574) (var-2958) (var-9394) (var-9618),frase,auto-var
frase,たべますがすきです（れい1158）（れい1320）（れい8285）（れい7299）,tabemasu ga suki desu-1158-1320-8285-7299,Saya suka makan (sopan) (var-1158) (var-1320) (var-8285) (var-7299),frase,auto-var
hobi,おんがく（れい3143）（れい6700）（れい4201）（れい6309）,ongaku-3143-6700-4201-6309,musik (var-3143) (var-6700) (var-4201) (var-6309),kata benda,auto-var
hobi,えいが（れい4582）（れい9785）（れい5315）（れい9791）,eiga-4582-9785-5315-9791,film (var-4582) (var-9785) (var-5315) (var-9791),kata benda,auto-var
ungkapan,ありがとうございます（れい4527）（れい5333）（れい6925）（れい2876）（れい3504）（れい7878）（れい8933）（れい1133）（れい4366）,arigatou gozaimasu-4527-5333-6925-2876-3504-7878-8933-1133-4366,terima kasih (sopan) (var-4527) (var-5333) (var-6925) (var-2876) (var-3504) (var-7878) (var-8933) (var-1133) (var-4366),ungkapan,auto-var
frase,たべますがすきです（れい2139）（れい7227）（れい6313）（れい8123）（れい3144）（れい8066）（れい6148）,tabemasu ga suki desu-2139-7227-6313-8123-3144-8066-6148,Saya suka makan (sopan) (var-2139) (var-7227) (var-6313) (var-8123) (var-3144) (var-8066) (var-6148),frase,auto-var
frase,いえにいきます（れい2535）（れい1461）（れい6228）,ie ni ikimasu-2535-1461-6228,Pergi ke rumah (var-2535) (var-1461) (var-6228),frase,auto-var
hobi,おんがく（れい9064）,ongaku-9064,musik (var-9064),kata benda,auto-var
frase,おんがくをします（れい3803）（れい1685）（れい8369）（れい7779）,ongaku o shimasu-3803-1685-8369-7779,Melakukan musik (var-3803) (var-1685) (var-8369) (var-7779),frase,auto-var
kata sifat,たのしい（れい2424）（れい1520）（れい5552）（れい2584）（れい4593）（れい3546）,tanoshii-2424-1520-5552-2584-4593-3546,menyenangkan (var-2424) (var-1520) (var-5552) (var-2584) (var-4593) (var-3546),kata sifat,auto-var
frase,にをみます（れい6574）（れい4752）（れい2040）（れい8177）（れい3296）（れい2235）（れい1646）,ni o mimasu-6574-4752-2040-8177-3296-2235-1646,Menonton dua (var-6574) (var-4752) (var-2040) (var-8177) (var-3296) (var-2235) (var-1646),frase,auto-var
frase,たべるをみます（れい9751）（れい8939）（れい7730）（れい1861）（れい2647）,taberu o mimasu-9751-8939-7730-1861-2647,Menonton makan (var-9751) (var-8939) (var-7730) (var-1861) (var-2647),frase,auto-var
kata sifat,たのしい（れい2424）（れい1520）（れい9196）（れい2204）（れい7114）（れい5777）（れい4594）,tanoshii-2424-1520-9196-2204-7114-5777-4594,menyenangkan (var-2424) (var-1520) (var-9196) (var-2204) (var-7114) (var-5777) (var-4594),kata sifat,auto-var
hobi,えいが（れい4582）（れい1711）（れい7201）（れい7211）（れい8448）,eiga-4582-1711-7201-7211-8448,film (var-4582) (var-1711) (var-7201) (var-7211) (var-8448),kata benda,auto-var
frase,にをみます（れい6574）（れい4752）（れい2040）（れい8177）（れい8724）（れい3255）,ni o mimasu-6574-4752-2040-8177-8724-3255,Menonton dua (var-6574) (var-4752) (var-2040) (var-8177) (var-8724) (var-3255),frase,auto-var
frase,いえにいきます（れい1319）（れい9238）（れい4164）（れい8449）,ie ni ikimasu-1319-9238-4164-8449,Pergi ke rumah (var-1319) (var-9238) (var-4164) (var-8449),frase,auto-var
sekolah,せんせい（れい5371）（れい5092）（れい2880）（れい6493）（れい8439）（れい9814）,sensei-5371-5092-2880-6493-8439-9814,guru (var-5371) (var-5092) (var-2880) (var-6493) (var-8439) (var-9814),kata benda,auto-var
frase,おんがくをします（れい8573）（れい2290）,ongaku o shimasu-8573-2290,Melakukan musik (var-8573) (var-2290),frase,auto-var
keluarga,おとうさん（れい2679）（れい4814）（れい9193）（れい9260）（れい7046）,otousan-2679-4814-9193-9260-7046,ayah (sopan) (var-2679) (var-4814) (var-9193) (var-9260) (var-7046),kata benda,auto-var
hobi,えいが（れい7118）（れい7570）（れい8140）（れい8619）（れい6799）,eiga-7118-7570-8140-8619-6799,film (var-7118) (var-7570) (var-8140) (var-8619) (var-6799),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい8651）（れい9288）（れい4681）（れい7511）,otousan-2679-8651-9288-4681-7511,ayah (sopan) (var-2679) (var-8651) (var-9288) (var-4681) (var-7511),kata benda,auto-var
sekolah,せんせい（れい3697）（れい2312）（れい7319）（れい2128）,sensei-3697-2312-7319-2128,guru (var-3697) (var-2312) (var-7319) (var-2128),kata benda,auto-var
angka,に（れい3504）（れい1534）（れい6772）,ni-3504-1534-6772,dua (var-3504) (var-1534) (var-6772),angka,auto-var
frase,にをみます（れい6574）（れい4752）（れい2040）（れい1241）（れい3131）（れい9444）（れい9151）（れい4290）,ni o mimasu-6574-4752-2040-1241-3131-9444-9151-4290,Menonton dua (var-6574) (var-4752) (var-2040) (var-1241) (var-3131) (var-9444) (var-9151) (var-4290),frase,auto-var
frase,たべるをみます（れい4150）（れい7572）（れい6862）（れい4419）,taberu o mimasu-4150-7572-6862-4419,Menonton makan (var-4150) (var-7572) (var-6862) (var-4419),frase,auto-var
angka,に（れい7216）（れい4456）（れい2796）（れい1659）（れい2887）（れい6055）,ni-7216-4456-2796-1659-2887-6055,dua (var-7216) (var-4456) (var-2796) (var-1659) (var-2887) (var-6055),angka,auto-var
frase,いえにいきます（れい5374）（れい8579）（れい7615）（れい5351）（れい5708）（れい2646）（れい2955）,ie ni ikimasu-5374-8579-7615-5351-5708-2646-2955,Pergi ke rumah (var-5374) (var-8579) (var-7615) (var-5351) (var-5708) (var-2646) (var-2955),frase,auto-var
frase,せんせいをみます（れい8428）（れい6277）（れい5139）,sensei o mimasu-8428-6277-5139,Menonton guru (var-8428) (var-6277) (var-5139),frase,auto-var
sekolah,がっこう（れい3286）（れい4241）,gakkou-3286-4241,sekolah (var-3286) (var-4241),kata benda,auto-var
sekolah,せんせい（れい5012）（れい4483）（れい9786）（れい5681）（れい3481）（れい2744）,sensei-5012-4483-9786-5681-3481-2744,guru (var-5012) (var-4483) (var-9786) (var-5681) (var-3481) (var-2744),kata benda,auto-var
frase,せんせいをみます（れい4657）（れい8260）（れい6617）（れい2070）（れい3871）（れい8168）,sensei o mimasu-4657-8260-6617-2070-3871-8168,Menonton guru (var-4657) (var-8260) (var-6617) (var-2070) (var-3871) (var-8168),frase,auto-var
frase,えいががすきです（れい2489）（れい7596）（れい2771）,eiga ga suki desu-2489-7596-2771,Saya suka film (var-2489) (var-7596) (var-2771),frase,auto-var
frase,ちちがすきです（れい4733）（れい7049）（れい3184）（れい2169）（れい2217）（れい3910）,chichi ga suki desu-4733-7049-3184-2169-2217-3910,Saya suka ayah (saya) (var-4733) (var-7049) (var-3184) (var-2169) (var-2217) (var-3910),frase,auto-var
sekolah,せんせい（れい5012）（れい8359）（れい5557）（れい6183）,sensei-5012-8359-5557-6183,guru (var-5012) (var-8359) (var-5557) (var-6183),kata benda,auto-var
sekolah,がっこう（れい3286）（れい1106）（れい4281）,gakkou-3286-1106-4281,sekolah (var-3286) (var-1106) (var-4281),kata benda,auto-var
frase,にをみます（れい6574）（れい4752）（れい2040）（れい1241）（れい5333）（れい5892）,ni o mimasu-6574-4752-2040-1241-5333-5892,Menonton dua (var-6574) (var-4752) (var-2040) (var-1241) (var-5333) (var-5892),frase,auto-var
sekolah,せんせい（れい5012）（れい7916）（れい8055）,sensei-5012-7916-8055,guru (var-5012) (var-7916) (var-8055),kata benda,auto-var
sekolah,せんせい（れい5012）（れい8359）（れい5557）（れい6183）（れい3695）（れい4470）,sensei-5012-8359-5557-6183-3695-4470,guru (var-5012) (var-8359) (var-5557) (var-6183) (var-3695) (var-4470),kata benda,auto-var
frase,にをみます（れい6574）（れい4752）（れい2040）（れい1241）（れい3868）（れい4583）（れい6514）,ni o mimasu-6574-4752-2040-1241-3868-4583-6514,Menonton dua (var-6574) (var-4752) (var-2040) (var-1241) (var-3868) (var-4583) (var-6514),frase,auto-var
keluarga,おとうさん（れい1488）（れい5927）,otousan-1488-5927,ayah (sopan) (var-1488) (var-5927),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい4814）,otousan-2679-4814,ayah (sopan) (var-2679) (var-4814),kata benda,auto-var
sekolah,せんせい（れい5371）（れい8744）（れい3441）（れい4770）（れい3842）（れい7171）,sensei-5371-8744-3441-4770-3842-7171,guru (var-5371) (var-8744) (var-3441) (var-4770) (var-3842) (var-7171),kata benda,auto-var
perkenalan,こんにちは（れい4257）（れい5386）（れい3504）（れい7484）（れい5198）（れい7770）（れい9998）（れい8538）（れい1944）,konnichiwa-4257-5386-3504-7484-5198-7770-9998-8538-1944,halo (var-4257) (var-5386) (var-3504) (var-7484) (var-5198) (var-7770) (var-9998) (var-8538) (var-1944),ungkapan,auto-var
kata kerja,たべる（れい4750）（れい8953）（れい7888）（れい5843）（れい5913）（れい1950）,taberu-4750-8953-7888-5843-5913-1950,makan (var-4750) (var-8953) (var-7888) (var-5843) (var-5913) (var-1950),kata kerja,auto-var
keluarga,おとうさん（れい2679）（れい1828）（れい9856）（れい1444）,otousan-2679-1828-9856-1444,ayah (sopan) (var-2679) (var-1828) (var-9856) (var-1444),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい1828）（れい7868）（れい5930）（れい7684）（れい1689）,otousan-2679-1828-7868-5930-7684-1689,ayah (sopan) (var-2679) (var-1828) (var-7868) (var-5930) (var-7684) (var-1689),kata benda,auto-var
angka,いち（れい7873）,ichi-7873,satu (var-7873),angka,auto-var
keluarga,ちち（れい6514）（れい6147）（れい4585）（れい5232）（れい9824）（れい8167）（れい8702）,chichi-6514-6147-4585-5232-9824-8167-8702,ayah (saya) (var-6514) (var-6147) (var-4585) (var-5232) (var-9824) (var-8167) (var-8702),kata benda,auto-var
frase,ほんにいきます（れい3664）（れい9689）（れい4923）（れい3086）,hon ni ikimasu-3664-9689-4923-3086,Pergi ke buku (var-3664) (var-9689) (var-4923) (var-3086),frase,auto-var
frase,たべますがすきです（れい2139）（れい7227）（れい6313）（れい8123）（れい3144）,tabemasu ga suki desu-2139-7227-6313-8123-3144,Saya suka makan (sopan) (var-2139) (var-7227) (var-6313) (var-8123) (var-3144),frase,auto-var
frase,たべますがすきです（れい2139）（れい7227）（れい8532）（れい1527）（れい4675）,tabemasu ga suki desu-2139-7227-8532-1527-4675,Saya suka makan (sopan) (var-2139) (var-7227) (var-8532) (var-1527) (var-4675),frase,auto-var
frase,ほんにいきます（れい3664）（れい4432）（れい9720）（れい5455）,hon ni ikimasu-3664-4432-9720-5455,Pergi ke buku (var-3664) (var-4432) (var-9720) (var-5455),frase,auto-var
frase,ほんにいきます（れい3664）（れい9689）（れい4923）（れい2588）（れい4006）（れい7209）（れい1727）（れい8244）,hon ni ikimasu-3664-9689-4923-2588-4006-7209-1727-8244,Pergi ke buku (var-3664) (var-9689) (var-4923) (var-2588) (var-4006) (var-7209) (var-1727) (var-8244),frase,auto-var
kata kerja,たべます（れい1035）（れい4269）（れい1096）（れい5133）（れい9702）（れい2009）,tabemasu-1035-4269-1096-5133-9702-2009,makan (sopan) (var-1035) (var-4269) (var-1096) (var-5133) (var-9702) (var-2009),kata kerja (masu),auto-var
kata sifat,たのしい（れい2424）（れい1520）（れい5552）（れい1916）（れい7252）（れい2143）（れい9802）,tanoshii-2424-1520-5552-1916-7252-2143-9802,menyenangkan (var-2424) (var-1520) (var-5552) (var-1916) (var-7252) (var-2143) (var-9802),kata sifat,auto-var
frase,いえにいきます（れい1319）（れい9238）,ie ni ikimasu-1319-9238,Pergi ke rumah (var-1319) (var-9238),frase,auto-var
frase,いえにいきます（れい7924）（れい6820）（れい3340）（れい9797）（れい4910）（れい5285）,ie ni ikimasu-7924-6820-3340-9797-4910-5285,Pergi ke rumah (var-7924) (var-6820) (var-3340) (var-9797) (var-4910) (var-5285),frase,auto-var
